ID;Nombre;Nombre Propietario;Nombre Grupo;Comuna;Tipo Central;Nemotecnico;Descripcion;Estado (Operativa/En Pruebas / En Construccion);Nombre Embalse;Nombre Cuenca;11.1.1 Cantidad unidades generadoras;11.1.2 Puntos de conexión al SI a través de los cuales inyecta energía.;11.1.4 Potencia máxima bruta, para cada tipo de combustible que pueda operar;11.1.5 Consumos propios como % de la potencia máxima bruta;11.1.6 Capacidad máxima, Potencia neta efectiva;11.1.7 Potencia mínima técnica, para cada combustible que pueda operar;11.1.11 Fecha de entrada en operación;Clasificacion;Distribuidora;Diagrama PQ equivalente de la central;Tipo de conversión de energía;Convencional / ERNC;Medio de generacion según DS 244;11.1.38 Tipo;11.1.38 Región;11.1.8 Provincia;11.1.8 Comuna;11.1.38 Número de Comunas de Emplazamiento;11.1.38 Sala de Maquinas: Comuna;11.1.38 Bocatoma: Comuna;11.1.38 Represa: Comuna;11.1.38 Embalse Comuna 1;11.1.38 Embalse Comuna 2;11.1.38 Embalse Comuna 3;11.1.39 Coordenada este;11.1.39 Coordenada norte;11.1.39 Zona o huso [ej: 18H, 19J];11.1.40 Parámetros de partida y detención;Seguimiento;Tecnología;Área de paneles (m2);Modelo del panel;Generación anual de diseño (GWh);Inversión;Empresa;Fecha ingreso SEIA;Fecha de aprobación;LINK;
395;TERMOELÉCTRICA HORNITOS;HORNITOS;HORNITOS;Mejillones;Termoeléctricas;CE01G234;;Operativa;no aplica;no aplica;1;S/E CHACAYA 220KV;177,54;9,124704292;161,34;70;05-08-2011;Térmica;no aplica;INVERSIONES_HORNITOS_S_A__Diagrama_PQ_CTH;Termoeléctrica;Convencional;no aplica;CARBON;ANTOFAGASTA;ANTOFAGASTA;MEJILLONES;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;355831,6528;7446059,468;19K;CTH-Informe-Parametros-de-Partida-detención-V4;;;;;;;;;;;
396;UJINA;MINERA COLLAHUASI;MINERA COLLAHUASI;Pica;Termoeléctricas;CE01L117;;Operativa;no aplica;no aplica;6;S/E COLLAHUASI 23KV;44,6;2,30044843;43,574;;30-03-2016;;;;;;no aplica;DIESEL;TARAPACÁ;DEL TAMARUGAL;PICA;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;542497,2991;7680283,505;19K;;;;;;;;;;;;
397;PLANTA DE ÁCIDO SULFÚRICO MEJILLONES;NORACID;NORACID;Mejillones;Termoeléctricas;CE01G235;;Operativa;no aplica;no aplica;1;S/E MEJILLONES;26,2;25;19,5;3;27-10-2012;;;;;;no aplica;TERMOELECTRICA;ANTOFAGASTA;ANTOFAGASTA;MEJILLONES;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;355616,0504;7446121,303;19K;;;;;;;;;;;;
398;DIESEL AGUAS BLANCAS;ON GROUP SING;ON GROUP;Antofagasta;Termoeléctricas;CE01G236;;Operativa;no aplica;no aplica;1;AGUAS BLANCAS;1,827;0;1,827;0;04-06-2013;;;;;;PMG;DIESEL;ANTOFAGASTA;ANTOFAGASTA;ANTOFAGASTA;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;411578,1073;7332281,188;19J;;;;;;;;;;;;
586;MALAQUITA SOLAR 2;APOLO DEL NORTE SpA;APOLO DEL NORTE SpA;Tierra Amarilla;Solares;CE01G452;PMGD EN PRUEBAS;En Pruebas;no aplica;no aplica;1;S/E LOS LOROS;9;0,1667;8,985;0;PENDIENTE;FOTOVOLTAICA;EMELAT;no aplica;FOTOVOLTAICA;ERNC;PMGD;FOTOVOLTAICA;ATACAMA;;TIERRA AMARILLA;PENDIENTE;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;387934;6924069;19 S;no aplica;Si;policristalinas;1,94;;;18000000;Apolo del Norte SpA;17 de Febrero de 2015;25 de septiembre 2015;http://seia.sea.gob.cl/expediente/ficha/fichaPrincipal.php?modo=ficha&id_expediente=2130251109;
590;CACHIYUYO SOLAR 2;NUOVOSOL SpA;NUOVOSOL SpA;Tierra Amarilla;Solares;CE01G456;PMGD EN PRUEBAS;En Pruebas;no aplica;no aplica;1;S/E LOS LOROS;9;0,0889;8,992;0;PENDIENTE;FOTOVOLTAICA;EMELAT;no aplica;FOTOVOLTAICA;ERNC;PMGD;FOTOVOLTAICA;ATACAMA;;TIERRA AMARILLA;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;387,537;6924086;19 S;no aplica;Si;policristalinas;1,94;;;18000000;Nuovosol SpA;17 de Febrero de 2015;25 de septiembre 2015;http://seia.sea.gob.cl/expediente/expedientesEvaluacion.php?modo=ficha&id_expediente=2130250391;
592;LA BLANQUINA;SOLAR UNO SpA;SOLAR UNO SpA;Graneros;Solares;CE01G458;PMGD EN PRUEBAS;En Pruebas;no aplica;no aplica;1;S/E GRANEROS;9;0;9;0;PENDIENTE;FOTOVOLTAICA;CGE;no aplica;FOTOVOLTAICA;ERNC;PMGD;FOTOVOLTAICA;LIBERTADOR GENERAL BERNARDO OHIGGINS;;LAS CABRAS;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;407650,4;6237393,3;;no aplica;Si;monocristalino;1,98;DUOMAX TSM-DEG14 (II);24,7;12000000;Solar Uno SpA; 4 de junio de 2017;10 de enero de 2018;http://seia.sea.gob.cl/expediente/ficha/fichaPrincipal.php?modo=normal&id_expediente=2132457178;
541;LA ACACIA;LA ACACIA SpA;LA ACACIA SpA;San Vicente de Tagua Tagua;Solares;CE01G412;PMGD;Operativa;no aplica;no aplica;;S/E SAN VICENTE DE TAGUA TAGUA;8,57;1,52;8,44;0;28-07-2018;no aplica;CGE;no aplica;;;PMGD;FOTOVOLTAICA;LIBERTADOR GENERAL BERNARDO OHIGGINS;CACHAPOAL;SAN VICENTE DE TAGUA TAGUA;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;308515;6182290;19 H;no aplica;Si;policristalinas;1,94;SUNTECH STP315/STP310/STP305;;12300000;LA ACACIA SPA; 16 de Febrero de 2016;25 de enero de 2017;http://seia.sea.gob.cl/expediente/ficha/fichaPrincipal.php?modo=ficha&id_expediente=2131185453;
528;PMGD DIEGO DE ALMAGRO SOLAR;DIEGO DE ALMAGRO SOLAR S.A.;Diego de Almagro Solar S.A.;Diego de Almagro;Solares;CE01G346;PMGD;Operativa;no aplica;no aplica;1;ALIMENTADOR DIEGO DE ALMAGRO;8;1,125;7,91;0;28-11-2018;;;;;;PMGD;SOLAR;ATACAMA;CHAÑARAL;DIEGO DE ALMAGRO;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;393828,9459;7082408,946;19J;;;;;;;;;;;;
404;KELAR;TAMAKAYA ENERGÍA;TAMAKAYA ENERGÍA;Mejillones;Termoeléctricas;CE01G226;;Operativa;no aplica;no aplica;1;S/E KELAR 220KV;532,46;2,018931;521,71;6;27-12-2016;;;;;;no aplica;GAS NATURAL;ANTOFAGASTA;ANTOFAGASTA;MEJILLONES;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;362549,8088;7452204,731;19K;;;;;;;;;;;;
405;DIESEL LA PORTADA;TECNET;TECNET;Antofagasta;Termoeléctricas;CE01G243;;Operativa;no aplica;no aplica;3;LA PORTADA;2,987;31,30231001;2,052;0,25;09-08-2014;;;;;;PMG;DIESEL;ANTOFAGASTA;;;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;411578,1073;7332281,188;19J;;;;;;;;;;;;
406;EÓLICA VALLE DE LOS VIENTOS;VALLE DE LOS VIENTOS;VALLE DE LOS VIENTOS;Calama;Eólicas;CE01G263;;Operativa;no aplica;no aplica;45;BA Valle de los Vientos 110KV;90;1,222222222;88,9;1,11;21-03-2014;;;Diagrama PQ V100 2 0MW Valle de los Vientos;;;no aplica;EOLICA;ANTOFAGASTA;EL LOA;CALAMA;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;518298,8537;7513327,976;19K;;;;;;;;;;;;
408;HBS GNL;HBS ENERGÍA;HBS ENERGIA;Los Angeles;Termoeléctricas;CE01G126;PMGD;Operativa;no aplica;no aplica;3;EL AVELLANO 23 KV;3,5;0;3,5;0;01/09/16;TÉRMICA;CGED;;;;PMGD;GAS NATURAL;BÍO BÍO;BÍO BÍO;LOS ÁNGELES;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;734533,7118;5870170,39;18H;;;;;;;;;;;;
409;CHANLEUFÚ;CHANLEUFU;TRANSOCEANICA;Puyehue;Hidroeléctricas;CE01G270;PMGD;En Pruebas;no aplica;no aplica;1;S/E AIHUAPI 23 KV;8,4;1,090909091;8,308363636;;;Convencional;Luz Osorno;;;;PMGD;Mini Hidráulica de Pasada;DE LOS LAGOS;OSORNO;PUYEHUE;1;PUYEHUE;no aplica;no aplica;no aplica;no aplica;no aplica;725745,0169;5490068,068;18G;;;;;;;;;;;;
410;EL AGRIO;EL AGRIO;EL AGRIO HIDRO SPA;Curacautín;Hidroeléctricas;CE01G272;PMGD;Operativa;no aplica;no aplica;1;S/E LONQUIMAY 23KV;2,51;0,501805556;2,497404681;;07/07/2016 12:00:00 a.m.;;FRONTEL;;;;PMGD;Mini Hidráulica de Pasada;ARAUCANÍA;MALLECO;CURACAUTÍN;1;CURACAUTIN;no aplica;no aplica;no aplica;no aplica;no aplica;280352,9996;5734129,017;19H;;;;;;;;;;;;
555;LOS LIBERTADORES;GR ARRAYÁN SpA;GR ARRAYÁN SpA;Graneros;Solares;CE01G423;PMGD EN PRUEBAS;En Pruebas;no aplica;no aplica;1;S/E TUNICHE;8;0,25;7,98;0;PENDIENTE;SOLAR;;;;;PMGD;FOTOVOLTAICA;LIBERTADOR GENERAL BERNARDO OHIGGINS;CACHAPOAL;GRANEROS;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;335485;6226835;18H;no aplica;No;policristalinas;1,94;JINKO SOLAR JKM315P-72;;14520000;GR Arrayan SpA; 15 de noviembre de 2016;9 de noviembre de 2017;http://seia.sea.gob.cl/expediente/expedientesEvaluacion.php?modo=ficha&id_expediente=2131942961;
401;POZO ALMONTE SOLAR 2;POZO ALMONTE SOLAR 2;POZO ALMONTE SOLAR 2;Pozo Almonte;Solares;CE01G223;;Operativa;no aplica;no aplica;1;CENTRAL SOLAR PAS2;7,516;0,266098989;7,496;;29-03-2014;;;;;;PMG;SOLAR;TARAPACÁ;DEL TAMARUGAL;POZO ALMONTE;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;421068,2695;7758263,555;19K;;Si;;;;;40000000;POZO ALMONTE SOLAR 2 S.A.; 16 de Diciembre de 2010; 6 de mayo de 2011 ;http://seia.sea.gob.cl/expediente/ficha/fichaPrincipal.php?modo=ficha&id_expediente=5163148;
413;MOLINA;BIO ENERGIA MOLINA;BIO ENERGIA MOLINA SPA;Molina;Termoeléctricas;CE01G274;PMGD EN PRUEBAS;En Pruebas;no aplica;no aplica;1;ALIMENTADOR LA FORTUNA 13.2 KV - POSTE N° 5-166422;1;30;0,7;0;no aplica;TÉRMICA;CGED;;;;PMGD;BIOGAS;MAULE;CURICO;MOLINA;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;289175,021;6114373,973;19H;;;;;;;;;;;;
414;EÓLICA LAS PEÑAS;EÓLICO LAS PEÑAS;EÓLICO LAS PEÑAS SPA;Arauco;Eólicas;CE01G275;PMGD;Operativa;no aplica;no aplica;4;S/E CARAMPANGUE 23 KV;8,4;0;8,4;0;28/12/2016;ERNC;;;;;PMGD;EÓLICA;BÍO BÍO;ARAUCO;ARAUCO;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;640085;5875282,014;18H;;;;;;;;;;;;
474;PAS1;POZO ALMONTE SOLAR 1;POZO ALMONTE SOLAR 1;No Clasificado;Solares;CE01G241;;Operativa;no aplica;no aplica;1;S/E POZO ALMONTE 23 KV;7,516;0,266098989;7,496;;05-06-2015;;;;;;PMGD;SOLAR;TARAPACÁ;;;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;;;;;Si;;;;;40000000;Pozo Almonte Solar 1 S.A.; 16 de Diciembre de 2010;4 de julio de 2011 ;http://seia.sea.gob.cl/expediente/ficha/fichaPrincipal.php?modo=ficha&id_expediente=5162007;
416;LA MONTAÑA;ENERGYST;ENERGYST RENTAL SOLUTIONS CHILE LTDA;Lampa;Termoeléctricas;CE01G288;PMGD EN PRUEBAS;En Pruebas;no aplica;no aplica;-;;2,95;0;2,95;;;no aplica;CHILECTRA;;;;PMGD;solar;METROPOLITANA DE SANTIAGO;CHACABUCO;LAMPA;1;LAMPA;no aplica;no aplica;no aplica;no aplica;no aplica;338491;6311888;19H;;;;;;;;;;;;
417;LA MONTAÑA I;HIDROÉLECTRICA PUMA;HIDROÉLECTRICA PUMA S.A.;Teno;Hidroeléctricas;CE01G289;PMGD;Operativa;no aplica;no aplica;1;S/E TENO 13.2 KV;3;;;;16/11/16;ERNC;CEC;;;;PMGD;Mini Hidráulica de Pasada;MAULE;;;1;TENO;no aplica;no aplica;no aplica;no aplica;no aplica;339259,9989;6826782,056;19J;;;;;;;;;;;;
443;LAUREL;GR LAUREL SpA;GR LAUREL SPA;El Monte;Solares;CE01G257;PMGD EN PRUEBAS;En Pruebas;no aplica;no aplica;6;ALIMENTADOR LOS LIBERTADORES 13.2KV;7,5;;;0;PENDIENTE;ERNC;CGE DISTRIBUCIÓN;;;;PMGD;SOLAR;METROPOLITANA DE SANTIAGO;TALAGANTE;EL MONTE;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;312590,9302;6271484,416;19H;no aplica;Si;policristalinas;1,938;JAP6 72/300-320/3BB;;12750000;LAUREL SPA; 17 de Agosto de 2016;18 de octubre de 2017;http://seia.sea.gob.cl/expediente/ficha/fichaPrincipal.php?modo=normal&id_expediente=2131713084;
419;RÍO COLORADO;RIO COLORADO;HIDROÉLECTRICA RÍO COLORADO SA;San Clemente;Hidroeléctricas;CE01G291;;Operativa;no aplica;no aplica;2;TAP OFF RÍO COLORADO 66KV;16,53;0,387174834;16,466;1,233;03-03-2017;ERNC;no aplica;419_DIAGRAMA PQ;;;no aplica;HIDRAULICA PASADA;MAULE;TALCA;SAN CLEMENTE;1;SAN CLEMENTE;SAN CLEMENTE;no aplica;no aplica;no aplica;no aplica;324865,9999;6032900,014;19H;419_PARÁMETROS PARTIDA Y DETENCIÓN;;;;;;;;;;;
420;LA MINA;COLBUN;COLBUN;San Clemente;Hidroeléctricas;CE20G004;EN PRUEBAS;En Pruebas;no aplica;no aplica;2;TAP RIO COLORADO 66KV;37,16;1,157158235;36,73;4,2;5-.2017;CONVENCIONAL;no aplica;CARTA_DE_OPERACION_P-Q;;;no aplica;HIDRAULICA PASADA;MAULE;TALCA;SAN CLEMENTE;1;SAN CLEMENTE;SAN CLEMENTE;no aplica;no aplica;no aplica;no aplica;342852,9999;6033662,014;19H;Revisar adjuntos IT_UG_LMn1_Partida e IT_UG_LMn2_Partida;;;;;;;;;;;
421;VIÑA TARAPACÁ;ANDES ENERGY CAPITAL;ANDES ENERGY CAPITAL;Isla de Maipo;Hidroeléctricas;CE01G244;PMGD EN PRUEBAS;En Pruebas;no aplica;no aplica;1;;0,25;0;0,25;0;;;;;;;PMGD;Mini Hidráulica de Pasada;METROPOLITANA DE SANTIAGO;TALAGANTE;ISLA DE MAIPO;1;ISLA DE MAIPO;no aplica;no aplica;no aplica;no aplica;no aplica;322799,9999;6261770,014;19H;;;;;;;;;;;;
423;EL COLORADO;DENER S. A.;ENERBOSCH S.A;Puerto Montt;Hidroeléctricas;CE04G400;PMGD;Operativa;no aplica;no aplica;1;S/E PUERTO MONTT;2;0,5;1,99;;29-08-2016;ERNC;FRONTEL;;;;PMGD;Mini Hidráulica de Pasada;DE LOS LAGOS;;;1;PUERTO MONTT;no aplica;no aplica;no aplica;no aplica;no aplica;356750,0038;6286889,046;19H;;;;;;;;;;;;
584;EL QUEULE;EL QUEULE SPA;EL QUEULE SPA;Las Cabras;Solares;CE01G449;PMGD EN PRUEBAS;En Pruebas;no aplica;no aplica;1;S/E EL MANZANO;7;1,857;6,87;0;PENDIENTE;FOTOVOLTAICA;CGE;no aplica;FOTOVOLTAICA;ERNC;PMGD;FOTOVOLTAICA;LIBERTADOR GENERAL BERNARDO OHIGGINS;;LAS CABRAS;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;279713;6209243;19 H;no aplica;Si;policristalinas;1,94;SUNTECH STP315/STP310/STP305;;11000000;EL QUEULE SPA; 16 de Enero de 2016;3 de octubre de 2016;http://seia.sea.gob.cl/expediente/ficha/fichaPrincipal.php?modo=normal&id_expediente=2131101141;
384;PARQUE SOLAR PAMPA CAMARONES;ENGIE;E-CL;Camarones;Solares;CE05G216;;Operativa;no aplica;no aplica;1;TAP OFF VITOR N°2 110KV;6,24;1,394230769;6,153;;09-09-2016;ERNC;no aplica;;Fotovoltaica;ERNC;PMG;SOLAR;ARICA Y PARINACOTA;ARICA;CAMARONES;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;382189,5187;7911787,079;19K;"Datos Técnicos  Central Termica Tocopilla; Central Termica Mejillones;Centrales Diesel e Hidroelectrica";;;;;;620000000;E-CL S.A.;4 de Septiembre de 2013;21 de febrero de 2014;http://seia.sea.gob.cl/expediente/expedientesEvaluacion.php?modo=ficha&id_expediente=2128544265;
501;PANQUEHUE II;GR LINGUE;GR LINGUE SpA;Panquehue;Solares;CE01G319;PMGD;Operativa;no aplica;no aplica;1;ALIMENTADOR PANQUEHUE 12KV;6;0,166666667;5,99;0;18-10-2017;;;;;;PMGD;;VALPARAÍSO;;;1;no aplica;;no aplica;;no aplica;no aplica;405542,5;6459127,5;;;No;policristalinas;1,94;;;10000000;GR Lingue SpA; 17 de Noviembre de 2015;7 de octubre de 2016;http://seia.sea.gob.cl/expediente/ficha/fichaPrincipal.php?modo=ficha&id_expediente=2130926034;
514;LA FRONTERA;PV LA FRONTERA;PV LA FRONTERA;Lolol;Solares;CE01G330;PMGD;Operativa;no aplica;no aplica;no aplica;;4,8;0;4,8;0;22-12-2017;;;;;;PMGD;SOLAR;LIBERTADOR GENERAL BERNARDO OHIGGINS;;;;LOLOL;;no aplica;;no aplica;no aplica;315290,2;6236040,9;;;No;policristalinas;1,94;;;5445000;GR Patagua SpA; 16 de Febrero de 2016;18 de noviembre de 2016;http://seia.sea.gob.cl/expediente/ficha/fichaPrincipal.php?modo=ficha&id_expediente=2131186453;
305;LAS TERRAZAS;EBCO ATACAMA;EBCO ENERGIA;Tierra Amarilla;Solares;CE03G175;PMGD;Operativa;no aplica;no aplica;no aplica;ALIMENTADOR ALGARROBO DE S/E CERRILLOS, EMELAT;3;0,333333333;2,99;;28/08/2014 12:00:00 a.m.;ERNC;EMELAT;;;;PMGD;Solar;ATACAMA;COPIAPÓ;TIERRA AMARILLA;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;367694;6943243,012;19J;;;;;;;;;;;;
331;PILAR LOS AMARILLOS;RTS ENERGY;RTS ENERGIA LTDA;Diego de Almagro;Solares;CE01G129;EN PRUEBAS PMG;En Pruebas;no aplica;no aplica;1;S/E EL SALVADOR 23KV;3;;3;;pendiente;ERNC;no aplica;;;;PMG;Solar;ATACAMA;CHAÑARAL;DIEGO DE ALMAGRO;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;425525;7088928,012;19J;;;;;;;;;;;;
431;REY;SAGESA;SAGESA;Corral;Termoeléctricas;CE04G018;PMGD;Operativa;no aplica;no aplica;1;no aplica;0,8;0;0,8;0;04/09/16;no aplica;no aplica;;;;PMGD;TERMOELECTRICA;DE LOS RÍOS;VALDIVIA;CORRAL;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;635067,1204;5582705,684;18H;;;;;;;;;;;;
432;TRANQUIL;EL ARROYO ENERGIAS RENOVABLES;RP EL ARROYO ENERGIAS RENOVABLES SA;Panguipulli;Hidroeléctricas;CE01G250;PMGD;Operativa;no aplica;no aplica;1;no aplica;3;1,090909091;2,967272727;;23/11/16;no aplica;no aplica;;;;PMGD;Mini Hidráulica de Pasada;DE LOS RÍOS;VALDIVIA;PANGUIPULLI;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;246348,4459;5597084,451;19H;;;;;;;;;;;;
357;LAGUNILLA;GR PAN DE AZÚCAR;GR PACIFIC PAN DE AZUCAR SPA;Ovalle;Solares;CE01G196;PMGD;Operativa;no aplica;no aplica;no aplica;S/E OVALLE 23 KV;3;0;3;;05/02/2016 12:00:00 a.m.;ERNC;CONAFE;;;;PMGD;Solar;COQUIMBO;;;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;307084,9;6679530,7;;;;policristalinas;1,64;JKM265P-60;88;80000000;GRENERGY RENOVABLES PACIFIC LTDA;17 de Mayo de 2014; 10 de marzo de 2015 ;http://seia.sea.gob.cl/expediente/ficha/fichaPrincipal.php?modo=normal&id_expediente=2129486179;
436;EÓLICA LEBU III;PARQUE EÓLICO LEBU;CRISTALERIAS TORO;Lebu;Eólicas;CE02G053;PMGD;Operativa;no aplica;no aplica;3;BARRA LEBU 13.2KV;5,25;1,904761905;5,15;;04/01/2017;no aplica;SAESA;;;;PMGD;EÓLICA;BÍO BÍO;ARAUCO;LEBU;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;620372,9864;5832727,032;18H;;;;;;;;;;;;
359;TILTIL;TILTIL SOLAR;HANWHA Q CELLS TIL TIL UNO SPA;Tiltil;Solares;CE01G198;PMGD;Operativa;no aplica;no aplica;no aplica;S/E RUNGUE 23KV;3;0,7;2,979;;19/05/2016 12:00:00 A.M.;SOLAR;EEMTT (EMPRESA ELÉCTRICA MUNICIPAL TIL TIL);;;;PMGD;Solar;METROPOLITANA DE SANTIAGO;CHACABUCO;TIL TIL;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;330040,9999;6352119,014;19H;;;;;;;;;;;;
438;CHANLEUFÚ II;CHANLEUFU;TRANSOCEANICA;Puyehue;Hidroeléctricas;CE02G270;PMGD;Operativa;no aplica;no aplica;1;SE AIHUAPI 23KV;3,4;0;3,4;0;19-05-2016;HIDRÁULICA;LUZ OSORNO;;;;PMGD;MINI HIDRÁULICA DE PASADA;DE LOS LAGOS;OSORNO;PUYEHUE;1;PUYEHUE;no aplica;no aplica;no aplica;no aplica;no aplica;725964,9211;5491712,911;18G;;;;;;;;;;;;
367;BELLAVISTA;BELLAVISTA;PARQUE SOLAR BELLAVISTA SPA;Illapel;Solares;CE01G205;PMGD;Operativa;no aplica;no aplica;no aplica;S/E ILLAPEL 23KV;3;1;2,97;;23-03-2016;ERNC;no aplica;;;;PMGD;SOLAR;COQUIMBO;CHOAPA;ILLAPEL;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;289377,9998;6494513,015;19J;;Si;policristalinas;;;;13500000;GR MAITEN SPA;15 de junio de 2018; 21 de junio de 2018;http://seia.sea.gob.cl/expediente/ficha/fichaPrincipal.php?modo=normal&id_expediente=2140773494;
440;PIUTEL;PIUTEL GENERACIÓN ELÉCTRICA;PIUTEL GENERACIÓN ELÉCTRICA LTDA;Panguipulli;Hidroeléctricas;CE01G255;PMGD EN PRUEBAS;En Pruebas;no aplica;no aplica;1;ALIMENTADOR PANGUIPULLI;0,56;1,785714286;0,54;0,55;PENDIENTE;HIDRÁULICA;SAESA;;;;PMGD;HIDRAULICA PASADA;DE LOS RÍOS;VALDIVIA;PANGUIPULLI;1;PANGUIPULLI;PANGUIPULLI;PANGUIPULLI;no aplica;no aplica;no aplica;719954,028;5598427,019;18H;;;;;;;;;;;;
441;DOS VALLES;HIDROELECTRICA DOS VALLES SPA;ANPAC ENERGIA SpA;San Fernando;Hidroeléctricas;CE01G253;EN PRUEBAS;Operativa;no aplica;no aplica;1;S/E EL PASO 154 KV;3;0;3;0,3;15-03-2017;;;;;;PMG;HIDRAULICA PASADA;LIBERTADOR GENERAL BERNARDO OHIGGINS;COLCHAGUA;SAN FERNANDO;1;SAN FERNANDO;SAN FERNANDO;no aplica;no aplica;no aplica;no aplica;377490,026;6137019,988;19H;Pendiente a homologación;;;;;;;;;;;
372;SANTA JULIA;SPV P4;SPV P4;Petorca;Solares;CE01G211;PMGD;Operativa;no aplica;no aplica;no aplica;S/E CABILDO 23KV;3;0;3;;17-03-2016;ERNC;CONAFE;;;;PMGD;SOLAR;VALPARAÍSO;PETORCA;PETORCA;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;302056,9999;6424179,015;19H;;;;;;;;;;;;
415;EL DIVISADERO;DIVISADERO;ORION POWER S.A;Punitaqui;Solares;CE01G277;PMGD;Operativa;no aplica;no aplica;no aplica;S/E PUNITAQUI 66 KV;3;0,166666667;2,995;;10/08/2016 12:00:00 a.m.;ERNC;CONAFE;;;;PMGD;Solar;COQUIMBO;LIMARÍ;PUNITAQUI;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;296518,9999;6585324,015;19J;;No;policristalinas;1,64;TENESOL TE220/240-60P+;274;217000000;Avenir Solar Energy Chile SpA; 18 de Diciembre de 2013;30 de junio de 2014;http://seia.sea.gob.cl/expediente/expedientesEvaluacion.php?modo=ficha&id_expediente=2128949905;
428;ALTURAS DE OVALLE;GR HUINGAN SpA;GR HUINGAN SpA;Ovalle;Solares;CE01G247;PMGD;Operativa;no aplica;no aplica;no aplica;S/E OVALLE 23 KV;3;0;3;;04-10-2016;ERNC;CONAFE;;;;PMGD;SOLAR;COQUIMBO;;;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;307084,9;6679530,7;;;No;policristalinas;1,9384;JAP6 72/295-315/3BB;;16000000;GR Huingan SpA;12 de septiembre de 2016;12 de junio de 2017 ;http://seia.sea.gob.cl/expediente/expedientesEvaluacion.php?modo=ficha&id_expediente=2129486179;
430;SAN PEDRO;GR COIGUE SpA;GR COIGUE SpA;San Pedro;Solares;CE01G248;PMGD;Operativa;no aplica;no aplica;1;S/E LAS ARAÑAS 23KV;3;0;3;;26-10-2016;ERNC;CGED;;;;PMGD;SOLAR;METROPOLITANA DE SANTIAGO;MELIPILLA;SAN PEDRO;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;274245,0978;6246022,677;19H;no aplica;;;;;;;;;;;
437;EL BOCO;BOCO SOLAR;SOCIEDAD BOCO SOLAR SpA;Quillota;Solares;CE01G252;PMGD;Operativa;no aplica;no aplica;1;ALIMENTADOR LA PALMILLA;3;0,785519126;2,976434426;;31-01-17;ERNC;CHILQUINTA;;;;PMGD;SOLAR;VALPARAÍSO;QUILLOTA;QUILLOTA;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;290045,6792;6362468,89;19H;no aplica;;;;;;;;;;;
454;PARQUE EÓLICO SIERRA GORDA ESTE;EGP SUR;EGP SUR;Sierra Gorda;Eólicas;CE01G292;;En Pruebas;no aplica;no aplica;;;112;1,233035714;110,619;;;;;;;;no aplica;EÓLICA;ANTOFAGASTA;ANTOFAGASTA;SIERRA GORDA;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;498201,636;7468925,821;19K;;;;;;;;;;;;
439;EL SAUCE;CHESTER SOLAR V;CHESTER SOLAR V SPA;Las Cabras;Solares;CE01G254;PMGD;En Pruebas;no aplica;no aplica;1;S/E PEUMO;3;;;;27-03-2018;ERNC;CGE DISTRIBUCIÓN;;;;PMGD;SOLAR;ANTOFAGASTA;Taltal;ANTOFAGASTA;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;367831;7221038;19J;;;;;;;;;;;;
